"EMPRESA: 
Razón social (nombre de la empresa)","EMPRESA: 
RFC","EMPRESA: 
Folio mercantil","EMPRESA: 
Objeto social (descripción de actividades)","EMPRESA: 
Número de empleados","EMPRESA: 
Fecha de creación (dd/mm/aaaa)","EMPRESA: 
Capital social mínimo (con cuánto dinero se registró la empresa)","EMPRESA: 
Dirección fiscal","EMPRESA: 
Latitud y longitud (separadas por coma)","EMPRESA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","EMPRESA: 
Teléfono","EMPRESA: 
Web","EMPRESA: 
Correo electrónico","REP LEGAL: 
Nombre completo","REP LEGAL: 
RFC","REP LEGAL: 
Dirección","REP LEGAL: 
Latitud y longitud (separadas por coma)","REP LEGAL: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","REP LEGAL: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","REP LEGAL: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Nombre completo (separar nombres con punto y coma)","ACCIONISTAS:
RFC","ACCIONISTAS: 
Dirección","ACCIONISTAS: 
Latitud y longitud (separadas por coma)","ACCIONISTAS: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ACCIONISTAS: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","ACCIONISTAS: 
Capital aportado","ADMIN: 
Nombre completo","ADMIN: 
RFC","ADMIN: 
Dirección","ADMIN: 
Latitud y longitud (separadas por coma)","ADMIN: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","ADMIN: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","ADMIN: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Nombre completo","COMIS / CONSE: 
RFC","COMIS / CONSE: 
Dirección","COMIS / CONSE: 
Latitud y longitud (separadas por coma)","COMIS / CONSE: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","COMIS / CONSE: 
Nombre de la dependencia donde fue funcionario (si es que aplica)","COMIS / CONSE: 
Último año en activo de la dependencia donde fue funcionario (si es que aplica)","NOTARIA: 
Nombre del notario que firma el acta","NOTARIA: 
Número de la notaría","NOTARIA: 
Dirección de la notaría","NOTARIA: 
Latitud y longitud (separadas por coma)","NOTARIA: 
Entidad Federativa (llena esta columna sólo si no tienes la dirección y/o la coordenada geográfica)","INFO OFICIAL: 
Estatus CompraNet (InscritoRUPC, NoInscritoRUPC, RegCompraNet)","INFO OFICIAL: 
Empresa fantasma o no localizada (SATdefinitiva, SATpresunta, SATdesvirtuada, SATfavorable, ASFnoLocalizada, SinAntReg)","CONTRATO: 
Empresa, dependencia o instancia que otorga los recursos","CONTRATO: 
Número de contrato","CONTRATO: 
Fecha de inicio de contrato","CONTRATO: 
Fecha de término de contrato","CONTRATO: 
Servicio/obra realizada","CONTRATO: 
Nombre de la persona que firma","CONTRATO: 
Cargo de la persona que firma","CONTRATO: 
Montos de contratos individuales","CONTRATO: 
Número de licitación ","CONTRATO: 
Fecha de fallo de la licitación","CONTRATO: 
Monto total de la licitación","CONVENIO: 
Dependencia o instancia que OTORGA los recursos","CONVENIO: 
Dependencia o instancia que RECIBE los recursos","CONVENIO: 
Número de convenio","CONVENIO: 
Fecha de inicio de convenio","CONVENIO: 
Fecha de término convenio","CONVENIO: 
Objeto del convenio","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que OTORGA los recursos)","CONVENIO: 
Nombre de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Cargo de la persona que firma (de la dependencia o instancia que RECIBE los recursos)","CONVENIO: 
Monto total del convenio","CONVENIO: 
Nombre del titular de la dependencia o instancia que otorga los recurso","CONVENIO: 
Nombre del titular de la dependencia o instancia que recibe los recurso","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Dependencia o instancia que otorga los recursos","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Monto de transferencias individuales","TRANSFERENCIA DEPENDENCIA O INSTANCIA: 
Número de convenio relacionado a esta transferencia","TRANSFERENCIAS A ESTA EMPRESA: 
Empresa que otorga los recursos","TRANSFERENCIAS A ESTA EMPRESA: 
Monto de transferencias individuales","TRANSFERENCIAS DE ESTA EMPRESA: 
Empresa a la que le transfirió esta empresa","TRANSFERENCIAS DE ESTA EMPRESA: 
Monto de transferencias individuales","OTRO: 
Otras empresas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otras personas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros domicilios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros RFC relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras fechas relacionadas a esta empresa (separar con punto y coma)","OTRO: 
Otros correos electrónicos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros sitios web relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros teléfonos relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otros números de contratos o convenios relacionados a esta empresa (separar con punto y coma)","OTRO: 
Otras dependencias o instancias relacionadas a esta empresa (separar con punto y coma","OTRO: 
Montos recibidos","OTRO: 
Titulares de instancias de montos recibidos","OTRO: 
Montos otorgados","NUEVO: 
Nombre de la categoría (separar con punto y coma)","NUEVO: 
Contenido (separar con punto y coma)","OTRO: 
Comentarios adicionales (formato de escritura: libre)"
CARBONES DE LA JAGUA S A,802024439,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"338,081,173",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
ZEUSS PETROLEUM S A,811043174,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,310,686",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
CONSTRUCOES E COMERCIO CAMARGO CORREA S.A. SUCURSAL COLOMBIA,830023542,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,470,354",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
AUTOGERMANA S.A.,860509514,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,871,744",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
COMPAÑIA NACIONAL DE LEVADURAS LEVAPAN S A,860000261,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,404,863",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
NALSANI  S A S                                                                                     ,800020706,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86,703,638",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
BIOFILM S.A.                                                                    ,800048943,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"323,363,363",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
UNION DE DROGUISTAS S.A.                                                         ,890208788,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,403,464",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
TECNOGLASS S A,800229035,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160,284,705",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
GASEOSAS COLOMBIANAS SAS,860005265,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"346,463,830",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
SAP COLOMBIA SAS,900320612,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,553,480",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
NABORS DRILLING INTERNATIONAL LIMITED BERMUDA,830069311,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701,438,977",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
EMPRESA DE ENERGIA DE BOYACA S.A. ESP,891800219,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"176,145,990",,,SUPERVISOR; MACROSECTOR,SUPERSERVICIOS; SERVICIOS,
AJECOLOMBIA S.A.,830081407,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56,825,830",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
DAIMLER COLOMBIA S A                                            ,830044266,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59,893,458",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
SODEXO S.A.S,800230447,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,435,273",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
SERVICIOS DE SALUD IPS SURAMERICANA S.A,811007832,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,603,559",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
ZONA FRANCA ARGOS S.A.S,900164755,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,491,910,440",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
PRABYC INGENIEROS S A S,800173155,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,245,040",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
PAREX VERANO LIMITED SUCURSAL,900331322,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132,810,490",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
GNE SOLUCIONES S.A S,900072847,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,655,370",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
ENGELHART CTP (COLOMBIA) SAS,900752732,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,098,125",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
ELECTRICAS DE MEDELLIN -INGENIERIA Y SERVICIOS S A S,890906413,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"390,899,225",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
COEXITO S A S                                                                                       ,890300225,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,240,174",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
EFICACIA S.A.                                                                                       ,800137960,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,060,402",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
COMERCIALIZADORA ARTURO CALLE SAS,900342297,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227,550,953",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
CCF COMFACOR,891080005,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-329,514,053",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
C.I TECNICAS BALTIME DE COLOMBIA S.A,890918965,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,650,570",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
OLEOFLORES S.A.S,890102110,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120,519,594",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
MARKETING PERSONAL S.A,811018771,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,158,000",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
CSS CONSTRUCTORES S.A.,832006599,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,046,377,698",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
PERMODA LTDA,860516806,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"239,718,588",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
BRENNTAG COLOMBIA S. A.,860002590,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92,120,205",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
GASEOSAS HIPINTO S.A.S.                                                                          ,890200463,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"312,936,266",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
MULTIENLACE SAS,811008963,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"284,028,123",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
BASF QUIMICA COLOMBIANA S A                                                                                ,860056150,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,927,959",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
CONALVIAS CONSTRUCCIONES S A.S,890318278,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"402,240,662",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
DERCO COLOMBIA S.A.S.,900327290,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,113,944",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
COMERCIAL NUTRESA S.A.S,900341086,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,695,673",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
GRUPO NUTRESA S.A,890900050,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,010,651,000",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; MANUFACTURA,
MADECENTRO COLOMBIA S.A.S,811028650,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,412,260",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
ARQUITECTURA Y CONCRETO S A S,800093117,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"506,638,810",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
GRASAS S.A                                                                                          ,891300529,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,308,859",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
RCN TELEVISION S A,830029703,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400,903,048",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; SERVICIOS,
MAC JOHNSON CONTROLS COLOMBIA S.A.S,900388600,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"301,595,642",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
MINEROS S.A.,890914525,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"710,684,425",,,SUPERVISOR; MACROSECTOR,SUPERFINANCIERA; MINERO,
ALFAGRES S A,860032550,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"284,481,001",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
COMPAÑIA COLOMBIANA  AGROINDUSTRAL S A .                                                   ,800148312,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,452,598",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
H A BICICLETAS S.A.                                                                                 ,890905360,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"250,321,613",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
PRODUCTOS RAMO S A,860003831,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"183,296,839",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
HOSPITAL PABLO TOBON URIBE,890901826,,,,,,,,Antioquia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"274,555,969",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCIAL SA,800050068,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91,629,125",,,SUPERVISOR; MACROSECTOR,SUPERSALUD; SERVICIOS,
CHM MINERIA SAS,900612501,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88,473,003",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
COMPAÑIA DE INVERSIONES TEXTILES DE MODA SAS - TEXMODA SAS,900123408,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,258,411",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
THE ELITE FLOWER SAS  CI                                                                      ,800141506,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82,920,247",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
PAPELES NACIONALES S A,891400378,,,,,,,,Eje Cafetero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173,769,304",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MANUFACTURA,
CONSORCIO MINERO UNIDO S.A.,800103090,,,,,,,,Otras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"264,837,428",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; MINERO,
PRACO DIDACOL S AS,860047657,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"283,170,472",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
PAVIMENTOS COLOMBIA S.A.S.,860024586,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"496,861,043",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
BOEHRINGER INGELHEIM S A,860000753,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,902,667",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; COMERCIO,
MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S A S                                                      ,860008448,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"215,294,646",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
INCUBADORA SANTANDER S.A.                                                                           ,890200474,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157,921,906",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
ACTIVOS S.A.                                                          ,860090915,,,,,,,,Bogotá - Cundinamarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38,844,036",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; SERVICIOS,
CAMPOLLO S.A.,804016671,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169,275,859",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; AGROPECUARIO,
MARVAL S.A.                                                                                         ,890205645,,,,,,,,Centro Oriente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"808,693,596",,,SUPERVISOR; MACROSECTOR,SUPERSOCIEDADES; CONSTRUCCIÓN,
